국가별수출입 실적,,,,,,
,,,,,,
"통계기준:수리일,조회구분:202001 ~202207 ,국가:전체",,,,,,
,,,,,,"단위:천 불(USD 1,000)"
2021.06,헝가리,"2,551","326,192","1,944","82,995","243,196"
2021.06,체코공화국,"2,953","267,150","4,672","92,834","174,316"
2021.06,사우디아라비아,"3,272","252,604",608,"1,925,312","-1,672,708"
2021.06,슬로바키아,"1,660","230,006","1,288","57,603","172,403"
2021.06,우즈베크,"1,265","215,330",119,"2,041","213,289"
2021.06,스페인,"5,202","211,020","9,034","236,255","-25,235"
2021.06,파나마,953,"209,712",134,"55,476","154,235"
2021.06,버뮤다,27,"190,699",4,2,"190,697"
2021.06,이집트,"3,530","157,207",619,"46,184","111,023"
2021.06,칠레,"5,408","155,609","1,433","418,411","-262,802"
2021.06,이스라엘,"2,773","153,816","1,795","129,468","24,348"
2021.06,바하마,45,"148,455",3,2,"148,454"
2021.06,뉴질랜드,"3,126","141,246","43,071","133,285","7,961"
2021.06,파키스탄,"1,866","136,306",826,"23,657","112,649"
2021.06,방글라데시,"2,657","133,764","1,114","23,386","110,378"
2021.06,나이지리아,"1,078","124,085",77,"12,228","111,858"
2021.06,스웨덴,"2,055","116,511","4,259","162,085","-45,574"
2021.06,아일랜드,960,"114,038","1,399","77,962","36,076"
2021.06,몰타,341,"106,320",216,"6,044","100,276"
2021.06,슬로베니아,765,"99,860",498,"13,356","86,504"
2021.06,남아프리카공화국,"2,158","97,286","1,243","239,592","-142,306"
2021.06,오스트리아,"2,393","89,193","5,367","196,186","-106,993"
2021.06,이라크,554,"72,593",32,"317,418","-244,826"
2021.06,페루,"1,295","70,052",865,"153,803","-83,751"
2021.06,스위스,"1,966","68,606","5,009","262,021","-193,415"
2021.06,포루투갈,"1,107","67,971","9,596","41,521","26,450"
2021.06,카자흐스탄,"1,486","60,659",68,"329,886","-269,227"
2021.06,토고,73,"60,002",24,"3,208","56,794"
2021.06,에쿠아도르,543,"58,948",214,"9,352","49,596"
2021.06,콜롬비아,"1,049","57,557",953,"121,280","-63,723"
2021.06,우크라이나,"2,858","55,882",346,"9,177","46,705"
2021.06,루마니아,"1,111","54,962","3,297","42,952","12,010"
2021.06,캄보디아,"2,313","54,933",732,"19,937","34,995"
2021.06,핀란드,"1,064","54,274","1,344","81,323","-27,049"
2021.06,카메룬,171,"53,611",20,"34,544","19,067"
2021.06,푸에르토리코,241,"47,934",126,"25,136","22,797"
2021.06,노르웨이,811,"47,142","2,510","278,117","-230,975"
2021.06,리비아,"5,982","44,566",7,285,"44,281"
2021.06,요르단,"1,327","41,114",104,"6,895","34,219"
2021.06,그리스,"1,145","40,901",608,"85,522","-44,621"
2021.06,몽골,"3,097","40,549","2,255","2,955","37,594"
2021.06,덴마크,"1,513","40,439","3,230","89,802","-49,363"
2021.06,쿠웨이트,766,"40,114",65,"626,883","-586,769"
2021.06,오만,"1,073","38,511",97,"332,064","-293,553"
2021.06,미얀마,"1,056","35,483",375,"17,312","18,170"
2021.06,도미니카 공화국,588,"33,675",132,"8,067","25,608"
2021.06,아르헨티나,"1,097","32,002",501,"108,979","-76,977"
2021.06,모로코,397,"30,347",748,"25,422","4,925"
2021.06,가나,"2,033","29,739",42,"1,909","27,830"
2021.06,과테말라,"1,542","29,032",454,"7,703","21,329"
2021.06,카타르,947,"27,230",162,"710,967","-683,738"
2021.06,바레인,364,"25,450",66,"35,841","-10,391"
2021.06,스리랑카,887,"24,698",517,"15,396","9,302"
2021.06,리투아니아,406,"23,875",770,"8,977","14,898"
2021.06,괌,523,"22,463",34,585,"21,878"
2021.06,세르비아,238,"20,613",183,"25,581","-4,968"
2021.06,엘살바도르,364,"18,134",171,"3,293","14,841"
2021.06,이란,233,"17,450",36,303,"17,147"
2021.06,코스타리카,572,"17,049",557,"30,045","-12,996"
2021.06,불가리아,492,"16,637","1,514","16,336",301
2021.06,네팔,81,"15,994",47,327,"15,667"
2021.06,수단,229,"15,660",11,"1,018","14,642"
2021.06,튀니지,233,"15,592",949,"8,456","7,135"
2021.06,알제리,413,"15,436",22,"148,109","-132,674"
2021.06,탄자니아,385,"14,517",28,"1,085","13,432"
2021.06,케냐,349,"12,787",118,"6,743","6,044"
2021.06,온두라스,450,"12,501",137,"23,567","-11,066"
2021.06,코트디봐르,168,"11,432",8,750,"10,682"
2021.06,앙골라,219,"10,456",5,1,"10,455"
2021.06,파라과이,228,"9,988",21,861,"9,127"
2021.06,우루과이,192,"9,573",70,"8,467","1,106"
2021.06,이디오피아,87,"9,419",417,"10,280",-861
2021.06,아이티,223,"9,357",16,483,"8,874"
2021.06,에스토니아,297,"9,304",305,"8,582",721
2021.06,아제르바이잔,551,"9,296",6,588,"8,708"
2021.06,베라루스,175,"9,238",72,"9,812",-574
2021.06,키르기스스탄,753,"9,199",10,21,"9,178"
2021.06,크로아티아,184,"8,976",167,"1,200","7,776"
2021.06,기타국,112,"8,625",674,"345,461","-336,836"
2021.06,레바논,222,"8,169",71,"4,645","3,524"
2021.06,니카라과,203,"7,998",77,"10,425","-2,426"
2021.06,라트비아,291,"6,848",331,"9,484","-2,636"
2021.06,세네갈,396,"6,758",42,"3,457","3,301"
2021.06,조지아,271,"6,665",39,"1,284","5,381"
2021.06,모잠비크,65,"6,186",12,"21,004","-14,818"
2021.06,팔레스타인 해방기구,106,"6,061",2,274,"5,787"
2021.06,부르키나 파소,42,"6,053",3,103,"5,949"
2021.06,기니,243,"5,665",36,"3,198","2,466"
2021.06,피지,67,"5,466",16,204,"5,261"
2021.06,잠비아,45,"5,322",6,"21,386","-16,064"
2021.06,타지크,"1,402","5,271",0,0,"5,271"
2021.06,예맨,477,"5,026",96,"7,182","-2,156"
2021.06,라오스,122,"4,070",170,"4,513",-443
2021.06,볼리비아,130,"3,856",12,"18,263","-14,407"
2021.06,콩고민주공화국,39,"3,751",43,"87,891","-84,141"
2021.06,브루나이,132,"3,727",8,496,"3,231"
2021.06,불령 리유니온 코모도 제도,37,"3,652",3,8,"3,644"
2021.06,아르메니아,92,"3,576",71,"11,119","-7,543"
2021.06,자마이카,46,"3,435",5,74,"3,361"
2021.06,시리아,81,"3,016",8,15,"3,000"
2021.06,마카오,179,"2,944",14,70,"2,874"
2021.06,파푸아 뉴기니,67,"2,907",39,"38,765","-35,859"
2021.06,아이슬란드,86,"2,846",60,"4,679","-1,833"
2021.06,사이프러스,142,"2,818",24,287,"2,531"
2021.06,마다카스카르,160,"2,517",158,"1,590",928
2021.06,르완다,62,"2,474",8,45,"2,429"
2021.06,키리바티,72,"2,375",0,0,"2,375"
2021.06,룩셈부르그,151,"2,345",283,"13,800","-11,455"
2021.06,트리니다드 토바고,69,"2,328",36,"19,887","-17,559"
2021.06,불령 폴리네시아,47,"2,263",3,122,"2,141"
2021.06,알바니아,104,"2,233",317,901,"1,332"
2021.06,모리셔스,109,"2,178",41,216,"1,963"
2021.06,부탄,48,"2,170",1,1,"2,169"
2021.06,지부티,49,"2,107",3,363,"1,744"
2021.06,우간다,52,"2,059",38,515,"1,543"
2021.06,베닝,36,"1,956",2,0,"1,956"
2021.06,짐바브웨,44,"1,922",8,472,"1,450"
2021.06,아메리칸 사모아,23,"1,889",5,105,"1,784"
2021.06,뉴 칼레도니아,83,"1,884",11,"27,156","-25,272"
2021.06,사모아,20,"1,751",6,291,"1,460"
2021.06,시에라 리온,24,"1,697",19,"1,672",25
2021.06,가이아나,42,"1,657",4,126,"1,531"
2021.06,리히텐슈타인,30,"1,653",66,"1,110",544
2021.06,몰도바,76,"1,582",307,"1,653",-70
2021.06,세인트 마틴,17,"1,549",0,0,"1,549"
2021.06,아프카니스탄,118,"1,536",20,159,"1,377"
2021.06,마티니크,16,"1,525",1,0,"1,525"
2021.06,콩고,59,"1,428",7,"2,196",-768
2021.06,베네주엘라,46,"1,421",17,438,983
2021.06,북마리아나 군도,128,"1,214",6,109,"1,105"
2021.06,나미비아,22,"1,100",17,495,605
2021.06,말리,24,"1,058",12,"1,222",-165
2021.06,세이쉘,38,918,2,484,434
2021.06,마이크로네시아,74,903,2,72,831
2021.06,바베이도스,13,893,4,12,880
2021.06,보스니아-헤르체고비나,38,755,128,"2,014","-1,259"
2021.06,카보 베르데,7,740,0,0,740
2021.06,아루바,34,734,1,0,734
2021.06,모리타니,18,711,13,"1,410",-699
2021.06,솔로몬 군도,20,703,6,"2,520","-1,818"
2021.06,소말리아,10,689,3,165,524
2021.06,큐라소,19,570,0,0,570
2021.06,불령 가이아나,19,560,1,0,560
2021.06,쿠바,17,527,7,311,217
2021.06,영령 캐이맨 군도,17,498,0,0,498
2021.06,과델로프,14,478,1,0,478
2021.06,스와질랜드,17,444,12,38,406
2021.06,수리남,11,434,7,295,139
2021.06,몰디브,41,363,1,1,362
2021.06,투르크멘,9,343,2,20,323
2021.06,그레나다,10,307,0,0,307
2021.06,마세도니아,41,299,25,733,-434
2021.06,바누아투,26,296,8,303,-7
2021.06,메요트,2,290,0,0,290
2021.06,가봉,27,274,8,"123,936","-123,663"
2021.06,몬테네그로,11,271,4,"3,528","-3,257"
2021.06,영령 버진군도,14,269,0,0,269
2021.06,안티가 바부다,13,266,3,3,263
2021.06,벨리제,17,251,2,"1,432","-1,181"
2021.06,보츠와나,13,251,7,38,212
2021.06,세인트 바르탤르미,3,237,0,0,237
2021.06,팔라우,21,231,1,21,210
2021.06,상토메 프린스페,6,216,0,0,216
2021.06,기네비소,5,209,3,175,34
2021.06,도미니카,7,192,3,252,-59
2021.06,세인트 루시아,12,184,1,28,156
2021.06,남수단,7,174,1,32,142
2021.06,세인트 빈센트 그레나딘,3,141,0,0,141
2021.06,니제르,11,140,3,"2,489","-2,348"
2021.06,감비아,63,139,1,0,138
2021.06,마이너 아우틀링 합중국 군도,1,136,1,10,126
2021.06,티모르,5,115,1,0,114
2021.06,투발루,5,112,0,0,112
2021.06,네덜란드 열도,8,112,1,1,111
2021.06,지브랄타,23,46,3,1,45
2021.06,중앙아프리카공화국,2,45,0,0,45
2021.06,통가,2,40,2,39,1
2021.06,나우루,12,40,1,1,39
2021.06,세인트 키츠 네비스,5,40,1,0,40
2021.06,산마리노,5,36,20,"2,282","-2,246"
2021.06,챠드,3,35,2,0,34
2021.06,투르크 & 카이코스 군도,2,22,1,0,22
2021.06,코모로스,5,21,0,31,-10
2021.06,안도라,2,19,15,19,0
2021.06,모나코,2,7,4,24,-16
2021.06,부룬디,6,6,2,31,-25
2021.06,남조지아 & 남샌드위치 군도,3,5,0,1,5
2021.06,미령 버진군도,5,3,7,33,-29
2021.06,말라위,5,2,8,136,-133
2021.06,적도 기니,2,2,2,"76,373","-76,371"
2021.06,앙귈라,2,2,5,1,1
2021.06,토켈라우,1,1,3,88,-87
2021.06,세인트마틴(생마르탱),1,1,0,0,1
2021.06,그린랜드,9,1,2,0,0
2021.06,에리트리아,1,1,2,"26,290","-26,289"
2021.06,서사하라,0,0,1,1,-1
2021.06,포클랜드 군도,0,0,1,0,0
2021.06,파로에 군도,0,0,1,2,-2
2021.06,왈라스 & 퓨투나 군도,0,0,0,0,0
2021.06,불령 남부지역,0,0,1,0,0
2021.06,피트카이른,1,0,0,0,0
2021.06,니우에,0,0,7,25,-25
2021.06,몬트세라트,0,0,0,0,0
2021.06,안타티카,0,0,0,4,-4
2021.06,보빗군도,0,0,0,0,0
2021.06,레소토,0,0,0,5,-5
2021.06,저어지,2,0,5,1,-1
2021.06,크리스마스 아일랜드,0,0,2,0,0
2021.06,코스 군도,0,0,1,12,-12
2021.07,중국,"160,688","13,586,374","491,171","11,524,030","2,062,345"
2021.07,미국,"233,119","8,724,016","1,702,880","6,339,477","2,384,539"
2021.07,베트남,"55,956","4,934,034","49,845","1,989,461","2,944,573"
2021.07,홍콩,"25,116","2,872,361","38,457","267,293","2,605,068"
2021.07,일본,"289,378","2,565,014","202,723","4,536,865","-1,971,852"
2021.07,대만,"30,245","2,022,050","26,342","2,049,202","-27,152"
2021.07,싱가포르,"48,048","1,582,735","11,384","831,688","751,046"
2021.07,인도,"16,735","1,229,935","15,621","711,402","518,534"
2021.07,멕시코,"17,169","1,129,023","8,502","780,731","348,292"
2021.07,호주,"17,875","899,641","50,030","3,184,507","-2,284,867"
2021.07,러시아 연방,"10,826","806,026","2,242","1,183,477","-377,450"
2021.07,필리핀,"12,396","786,896","8,119","352,739","434,157"
2021.07,태국,"15,190","777,135","40,363","624,971","152,163"
2021.07,독일,"17,018","771,280","230,175","1,908,267","-1,136,987"
2021.07,말레이시아,"33,105","745,959","12,904","890,220","-144,261"
2021.07,인도네시아,"16,766","691,666","8,092","1,076,989","-385,324"
2021.07,마샬군도,40,"668,500",68,"68,105","600,395"
2021.07,폴란드,"6,858","584,111","3,124","96,949","487,162"
2021.07,캐나다,"19,263","578,480","30,348","406,353","172,128"
2021.07,영국,"9,739","565,578","45,821","475,488","90,090"
2021.07,네덜란드,"9,402","517,861","6,708","1,225,848","-707,987"
2021.07,튀르키예,"6,441","513,924","3,840","75,354","438,570"
2021.07,이탈리아,"6,629","396,463","65,809","761,560","-365,097"
2021.07,헝가리,"2,422","389,987","2,091","62,176","327,811"
2021.07,몰타,327,"382,308",257,"6,223","376,084"
2021.07,브라질,"7,214","376,549","1,979","777,555","-401,006"
2021.07,아랍에미리트 연합,"7,048","359,935",724,"554,275","-194,339"
2021.07,벨기에,"2,861","356,389","2,621","309,143","47,246"
2021.07,사우디아라비아,"3,444","313,800",571,"1,839,191","-1,525,391"
2021.07,프랑스,"7,706","311,444","34,099","562,885","-251,441"
2021.07,그리스,"1,078","311,359",611,"123,139","188,221"
2021.07,체코공화국,"2,630","234,084","4,663","93,654","140,431"
2021.07,스페인,"5,087","214,470","10,125","276,186","-61,716"
2021.07,뉴질랜드,"3,542","211,449","48,654","152,912","58,538"
2021.07,슬로바키아,"1,553","204,333","1,288","47,404","156,929"
2021.07,방글라데시,"2,472","186,336","1,376","34,707","151,629"
2021.07,우즈베크,"1,140","176,009",80,"2,390","173,620"
2021.07,파나마,959,"174,899",151,"100,134","74,766"
2021.07,칠레,"5,294","158,298","1,301","454,781","-296,483"
2021.07,이스라엘,"2,777","148,962","1,722","106,507","42,454"
2021.07,라이베리아,93,"148,753",41,352,"148,401"
2021.07,이집트,"3,671","137,295",818,"51,455","85,840"
2021.07,파키스탄,"1,697","127,711",799,"16,830","110,881"
2021.07,슬로베니아,750,"118,496",388,"11,180","107,316"
2021.07,에쿠아도르,589,"111,497",189,"7,636","103,861"
2021.07,토고,140,"106,746",15,"1,015","105,732"
2021.07,오스트리아,"2,492","102,933","4,787","176,111","-73,178"
2021.07,스위스,"1,770","94,822","5,068","307,996","-213,175"
2021.07,남아프리카공화국,"2,042","93,273",562,"195,616","-102,343"
2021.07,스웨덴,"1,846","93,117","4,393","180,143","-87,027"
2021.07,콜롬비아,"1,562","82,175",798,"52,536","29,638"
2021.07,이라크,602,"81,785",47,"535,760","-453,975"
2021.07,페루,"1,421","81,383",753,"462,966","-381,583"
2021.07,포루투갈,"1,005","81,051","9,452","36,541","44,510"
2021.07,나이지리아,962,"80,566",64,"39,746","40,820"
2021.07,캄보디아,"2,127","70,293",810,"28,823","41,470"
2021.07,요르단,"1,845","70,244",109,"8,458","61,785"
2021.07,아일랜드,843,"56,450","1,524","110,466","-54,016"
2021.07,카자흐스탄,"1,329","54,230",61,"261,221","-206,991"
2021.07,루마니아,"1,109","53,681","4,425","64,020","-10,339"
2021.07,노르웨이,672,"52,539","2,534","353,555","-301,016"
2021.07,우크라이나,"2,320","49,759",397,"26,930","22,829"
2021.07,덴마크,"1,295","49,666","3,207","84,873","-35,207"
2021.07,푸에르토리코,300,"40,925",178,"23,165","17,760"
2021.07,몽골,"2,595","38,865","1,882","2,435","36,430"
2021.07,미얀마,955,"37,143",405,"26,935","10,208"
2021.07,핀란드,873,"31,759","1,346","93,016","-61,257"
2021.07,스리랑카,988,"30,547",536,"9,900","20,646"
2021.07,리비아,"4,762","30,358",11,931,"29,427"
2021.07,모로코,459,"29,629","1,029","17,405","12,224"
2021.07,과테말라,"1,570","28,995",323,"7,604","21,392"
2021.07,엘살바도르,357,"28,314",179,"1,967","26,347"
2021.07,아르헨티나,"1,015","28,057",431,"126,800","-98,743"
2021.07,카타르,876,"27,866",169,"883,460","-855,594"
2021.07,도미니카 공화국,513,"25,766",167,"9,990","15,775"
2021.07,피지,62,"25,650",21,220,"25,430"
2021.07,오만,955,"24,831",91,"390,794","-365,962"
2021.07,세르비아,291,"22,875",134,"3,224","19,651"
2021.07,가나,"1,647","22,865",33,"4,090","18,775"
2021.07,쿠웨이트,760,"21,711",61,"810,659","-788,947"
2021.07,이디오피아,143,"19,930",210,"8,645","11,284"
2021.07,리투아니아,308,"19,395",882,"12,188","7,206"
2021.07,코스타리카,791,"17,254",528,"149,178","-131,924"
2021.07,탄자니아,338,"17,210",34,404,"16,806"
2021.07,괌,503,"17,044",31,615,"16,428"
2021.07,케냐,337,"15,562",114,"4,586","10,976"
2021.07,코트디봐르,152,"15,268",6,441,"14,828"
2021.07,알제리,381,"13,995",23,"121,729","-107,733"
2021.07,수단,201,"13,541",4,151,"13,390"
2021.07,온두라스,507,"13,173",110,"4,529","8,644"
2021.07,불가리아,392,"13,058","2,170","14,399","-1,340"
2021.07,바레인,292,"12,899",72,"115,157","-102,258"
2021.07,예맨,"1,611","12,811",42,"3,184","9,627"
2021.07,파라과이,247,"11,378",12,"1,369","10,009"
2021.07,이란,186,"10,871",41,270,"10,601"
2021.07,우루과이,209,"10,375",61,"12,200","-1,825"
2021.07,베라루스,191,"10,139",90,"14,732","-4,593"
2021.07,키르기스스탄,728,"10,010",8,3,"10,007"
2021.07,튀니지,162,"9,565","1,339","11,370","-1,805"
2021.07,에스토니아,312,"8,433",318,"3,539","4,894"
2021.07,세네갈,337,"8,210",117,"8,683",-473
2021.07,크로아티아,161,"8,122",182,"3,944","4,178"
2021.07,라트비아,274,"7,483",375,"11,393","-3,910"
2021.07,앙골라,187,"7,388",6,1,"7,386"
2021.07,아이티,179,"6,891",11,155,"6,736"
2021.07,말리,23,"6,721",12,395,"6,326"
2021.07,카메룬,143,"6,652",17,"37,635","-30,983"
2021.07,조지아,277,"6,501",40,"1,105","5,396"
2021.07,팔레스타인 해방기구,118,"6,429",1,200,"6,229"
2021.07,라오스,141,"6,426",139,"3,428","2,998"
2021.07,아제르바이잔,516,"6,337",5,358,"5,980"
2021.07,모잠비크,80,"6,149",11,443,"5,706"
2021.07,룩셈부르그,131,"5,925",284,"12,928","-7,003"
2021.07,레바논,177,"5,761",72,"2,745","3,016"
2021.07,니카라과,199,"5,718",32,751,"4,967"
2021.07,불령 리유니온 코모도 제도,37,"5,633",2,2,"5,631"
2021.07,불령 폴리네시아,68,"5,563",2,14,"5,549"
2021.07,파푸아 뉴기니,73,"5,440",41,"37,245","-31,805"
2021.07,아이슬란드,87,"5,416",57,"2,263","3,153"
2021.07,마티니크,12,"5,215",1,0,"5,215"
2021.07,자마이카,58,"4,836",14,337,"4,498"
2021.07,베네주엘라,70,"4,610",19,"1,616","2,994"
2021.07,브루나이,128,"4,356",8,161,"4,194"
2021.07,기니,189,"4,128",51,"4,739",-611
2021.07,기타국,100,"4,067",627,"379,445","-375,378"
2021.07,사이프러스,149,"3,961",34,647,"3,314"
2021.07,타지크,765,"3,836",1,2,"3,834"
2021.07,네팔,88,"3,514",101,226,"3,288"
2021.07,모리셔스,120,"3,453",46,443,"3,010"
2021.07,부르키나 파소,37,"3,314",2,37,"3,276"
2021.07,알바니아,162,"3,175",308,"1,055","2,120"
2021.07,팔라우,28,"3,128",2,15,"3,113"
2021.07,잠비아,61,"2,943",7,"9,665","-6,723"
2021.07,마다카스카르,156,"2,877",133,825,"2,052"
2021.07,사모아,23,"2,793",6,89,"2,704"
2021.07,시리아,50,"2,431",5,5,"2,426"
2021.07,아르메니아,74,"2,201",74,"1,743",458
2021.07,트리니다드 토바고,60,"2,063",40,"28,557","-26,493"
2021.07,볼리비아,111,"2,038",49,"57,234","-55,196"
2021.07,가이아나,56,"2,025",4,110,"1,915"
2021.07,아프카니스탄,105,"1,973",22,40,"1,933"
2021.07,우간다,58,"1,819",20,524,"1,295"
2021.07,지부티,42,"1,783",5,209,"1,573"
2021.07,몰도바,79,"1,772",326,"3,123","-1,351"
2021.07,마카오,163,"1,707",29,51,"1,656"
2021.07,뉴 칼레도니아,74,"1,689",12,"31,229","-29,540"
2021.07,리히텐슈타인,25,"1,435",57,905,529
2021.07,바하마,43,"1,353",4,1,"1,353"
2021.07,나미비아,23,"1,326",5,"8,003","-6,677"
2021.07,베닝,33,"1,316",0,0,"1,316"
2021.07,세이쉘,40,"1,303",27,684,620
2021.07,콩고,59,"1,278",6,"68,441","-67,163"
2021.07,르완다,63,"1,225",14,135,"1,090"
2021.07,짐바브웨,39,"1,216",7,305,911
2021.07,말라위,9,"1,088",9,200,888
2021.07,모리타니,19,"1,085",28,"3,088","-2,004"
2021.07,소말리아,16,"1,039",0,0,"1,039"
2021.07,콩고민주공화국,34,"1,029",40,"73,288","-72,259"
2021.07,부탄,45,779,1,0,778
2021.07,북마리아나 군도,111,776,7,68,708
2021.07,세인트 마틴,11,749,0,0,749
2021.07,불령 가이아나,17,702,1,0,702
2021.07,솔로몬 군도,17,696,3,520,176
2021.07,쿠바,22,680,4,59,621
2021.07,마이크로네시아,50,665,4,146,519
2021.07,아루바,35,634,1,37,597
2021.07,투르크멘,11,631,1,0,631
2021.07,수리남,14,585,9,100,485
2021.07,과델로프,10,582,0,0,582
2021.07,키리바티,42,579,0,0,579
2021.07,보스니아-헤르체고비나,50,571,218,"4,052","-3,481"
2021.07,아메리칸 사모아,12,563,6,124,439
